id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web
657,10,Mastercard,Debit,2147483647,03/2022,113,YES,1,$24602,01/2020,2020,No
4056,1712,Mastercard,Debit,2147483647,11/2021,958,NO,1,$25985,07/2017,2017,No
1676,293,Mastercard,Credit,2147483647,03/2022,353,YES,1,$9300,02/2020,2020,No
3963,756,Visa,Debit,2147483647,02/2023,276,YES,1,$7721,07/2010,2010,No
2405,674,Mastercard,Debit,2147483647,03/2021,395,YES,2,$4501,04/1999,2015,No
4585,65,Visa,Debit,2147483647,09/2024,431,YES,2,$13452,09/2005,2012,No
4156,831,Mastercard,Debit,2147483647,04/2022,744,YES,2,$8571,08/2005,2015,No
1042,1223,Visa,Debit,2147483647,06/2010,955,YES,1,$92939,02/2004,2011,No
298,729,Mastercard,Debit,2147483647,04/2023,166,YES,1,$17795,01/2012,2012,No
965,1977,Mastercard,Debit,2147483647,10/2022,344,YES,2,$15341,02/1999,2014,No
1398,685,Amex,Credit,2147483647,12/2022,443,YES,2,$12100,02/2020,2020,No
630,239,Mastercard,Debit,2147483647,02/2020,994,YES,2,$9279,01/2020,2020,No
5444,1145,Visa,Debit (Prepaid),2147483647,03/2012,861,YES,2,$33,11/2005,2010,No
1973,493,Visa,Debit,2147483647,10/2024,652,YES,2,$9241,02/2020,2020,No
4578,317,Mastercard,Credit,2147483647,09/2012,247,YES,2,$9300,09/2005,2014,No
2440,346,Mastercard,Debit,2147483647,05/2023,189,YES,2,$28886,04/2003,2011,No
44,1267,Visa,Debit,2147483647,08/2024,282,YES,2,$27584,01/2003,2008,No
5081,691,Mastercard,Debit,2147483647,09/2012,328,YES,1,$10824,10/2007,2015,No
3882,1975,Mastercard,Debit,2147483647,05/2023,996,YES,1,$18491,07/2009,2011,No
3022,1018,Visa,Credit,2147483647,12/2020,725,YES,2,$9800,05/2009,2011,No
5158,1676,Mastercard,Debit,2147483647,09/2021,129,YES,2,$4055,10/2009,2017,No
2216,782,Mastercard,Debit (Prepaid),2147483647,10/2020,634,YES,2,$85,03/2009,2011,No
5581,847,Visa,Credit,2147483647,10/2013,359,YES,1,$8600,11/2009,2014,No
5542,1673,Visa,Debit,2147483647,08/2023,439,YES,2,$17853,11/2008,2011,No
5994,1478,Discover,Credit,2147483647,03/2022,285,YES,2,$14800,12/2010,2011,No
886,434,Visa,Debit,2147483647,02/2020,142,YES,1,$25579,01/2020,2020,No
4734,1616,Mastercard,Credit,2147483647,09/2022,793,NO,2,$22900,09/2009,2010,No
2703,1859,Mastercard,Debit,2147483647,06/2021,609,YES,1,$15976,04/2012,2012,No
4477,181,Amex,Credit,2147483647,12/2019,884,YES,2,$13700,08/2019,2019,No
3965,716,Discover,Credit,2147483647,03/2024,590,YES,2,$5200,07/2011,2011,No
4314,349,Visa,Debit,2147483647,09/2020,393,YES,1,$30348,08/2009,2010,No
4674,1142,Mastercard,Debit,2147483647,02/2020,461,YES,2,$43984,09/2008,2013,No
3439,566,Mastercard,Credit,2147483647,02/2023,118,YES,1,$11000,06/2009,2009,No
293,321,Amex,Credit,2147483647,08/2018,194,YES,1,$3300,01/2012,2012,No
4801,1911,Visa,Debit,2147483647,06/2020,872,YES,1,$21057,09/2010,2010,No
3771,1053,Mastercard,Debit (Prepaid),2147483647,03/2020,223,YES,1,$61,07/2006,2011,No
1578,1327,Mastercard,Debit,2147483647,11/2022,789,YES,1,$15516,02/2020,2020,No
5178,234,Visa,Debit,2147483647,08/2021,682,NO,2,$6532,10/2009,2009,No
3812,327,Mastercard,Credit,2147483647,05/2009,456,YES,1,$14900,07/2007,2008,No
3896,1470,Mastercard,Debit,2147483647,01/2024,162,YES,3,$4394,07/2009,2009,No
4883,535,Mastercard,Credit,2147483647,06/2024,172,YES,2,$12200,09/2015,2015,No
4480,1173,Mastercard,Debit,2147483647,02/2020,29,YES,2,$17503,08/2019,2019,No
187,1535,Visa,Debit,2147483647,08/2021,887,YES,1,$17231,01/2008,2008,No
4933,1876,Mastercard,Debit,2147483647,04/2023,974,YES,1,$16082,10/1998,2010,No
2987,304,Visa,Debit,2147483647,01/2022,425,YES,2,$13773,05/2008,2008,No
2178,1340,Mastercard,Debit (Prepaid),2147483647,08/2020,729,YES,2,$36,03/2008,2018,No
2038,316,Visa,Credit,2147483647,01/2023,448,YES,2,$10500,03/2002,2010,No
5653,1604,Mastercard,Credit,2147483647,11/2011,626,YES,2,$11200,11/2011,2013,No
286,764,Visa,Debit,2147483647,04/2020,462,YES,1,$16109,01/2011,2011,No
5251,1223,Visa,Debit,2147483647,11/2011,564,YES,2,$86262,10/2011,2011,No
3837,650,Mastercard,Debit (Prepaid),2147483647,03/2021,209,YES,2,$121,07/2008,2008,No
1479,1968,Mastercard,Debit (Prepaid),2147483647,02/2020,309,YES,1,$46,02/2020,2020,No
2534,1169,Mastercard,Credit,2147483647,04/2009,519,YES,1,$22000,04/2007,2013,No
5054,529,Mastercard,Debit (Prepaid),2147483647,04/2021,427,YES,1,$73,10/2006,2009,No
4120,1747,Visa,Credit,2147483647,07/2023,149,NO,1,$15400,08/2003,2008,No
5504,1546,Visa,Credit,2147483647,05/2023,167,YES,2,$6400,11/2007,2007,No
2669,1348,Visa,Debit,2147483647,09/2010,790,YES,1,$1,04/2010,2010,No
1740,495,Mastercard,Debit,2147483647,10/2022,227,YES,2,$16747,02/2020,2020,No
5226,1913,Amex,Credit,2147483647,12/2022,312,YES,2,$16700,10/2011,2011,No
1492,1948,Mastercard,Credit,2147483647,03/2022,749,YES,1,$15900,02/2020,2020,No
680,632,Mastercard,Debit,2147483647,05/2022,927,YES,1,$16557,01/2020,2020,No
4583,1128,Visa,Credit,2147483647,01/2020,785,YES,2,$8600,09/2005,2011,No
5378,369,Mastercard,Debit (Prepaid),2147483647,01/2023,445,YES,1,$90,11/2002,2009,No
5503,11,Visa,Credit,2147483647,09/2024,763,YES,1,$19400,11/2007,2010,No
5992,1609,Amex,Credit,2147483647,09/2022,999,YES,1,$19400,12/2010,2013,No
5039,1405,Visa,Debit,2147483647,11/2022,673,YES,1,$30314,10/2005,2007,No
4404,1473,Mastercard,Debit,2147483647,03/2024,991,YES,1,$16791,08/2013,2013,No
5392,1211,Visa,Debit,2147483647,05/2024,462,YES,1,$23912,11/2003,2009,No
4315,1528,Visa,Debit,2147483647,12/2022,511,NO,3,$8033,08/2009,2014,No
4010,704,Mastercard,Debit,2147483647,02/2024,206,YES,1,$47330,07/2013,2013,No
4105,752,Visa,Debit,2147483647,07/2020,307,NO,2,$19765,08/2001,2009,No
3543,1684,Mastercard,Debit,2147483647,04/2014,946,YES,1,$13756,06/2012,2012,No
4654,106,Visa,Debit,2147483647,11/2007,364,YES,1,$19419,09/2007,2010,No
2122,1138,Mastercard,Debit (Prepaid),2147483647,02/2020,223,YES,2,$51,03/2006,2011,No
350,797,Visa,Debit,2147483647,06/2021,920,YES,1,$20779,01/2015,2015,No
5922,1405,Amex,Credit,2147483647,07/2013,751,YES,2,$12400,12/2008,2010,No
4111,419,Visa,Debit,2147483647,02/2022,580,NO,1,$7943,08/2002,2005,No
1878,834,Visa,Credit,2147483647,02/2020,613,YES,2,$1200,02/2020,2020,No
991,1262,Mastercard,Debit,2147483647,07/2020,542,YES,2,$4747,02/2001,2012,No
2999,1686,Mastercard,Credit,2147483647,04/2024,594,YES,2,$10800,05/2009,2010,No
5051,1876,Mastercard,Debit,2147483647,03/2012,387,YES,2,$26562,10/2006,2008,No
3745,637,Visa,Credit,2147483647,10/2011,262,YES,2,$28600,07/2005,2011,No
2693,1207,Mastercard,Credit,2147483647,11/2020,143,YES,1,$16800,04/2012,2012,No
3796,492,Visa,Debit,2147483647,05/2022,288,YES,1,$16905,07/2006,2008,No
3487,1089,Mastercard,Debit (Prepaid),2147483647,07/2010,255,YES,1,$68,06/2010,2011,No
4395,710,Visa,Debit,2147483647,09/2019,35,YES,1,$40984,08/2012,2012,No
1617,1436,Mastercard,Credit,2147483647,08/2024,524,YES,2,$3600,02/2020,2020,No
5944,1694,Visa,Credit,2147483647,02/2024,94,YES,2,$17700,12/2008,2011,No
3736,440,Mastercard,Debit,2147483647,04/2019,810,YES,2,$47131,07/2005,2008,No
257,1856,Visa,Debit,2147483647,03/2016,750,YES,2,$3909,01/2010,2010,No
2978,1487,Visa,Debit,2147483647,10/2022,943,YES,1,$31589,05/2008,2008,No
2689,80,Visa,Debit,2147483647,02/2024,881,YES,1,$13569,04/2011,2011,No
771,1804,Visa,Credit,2147483647,03/2023,701,YES,2,$200,01/2020,2020,No
3554,348,Visa,Credit,2147483647,07/2014,786,YES,2,$13300,06/2012,2012,No
5557,1515,Discover,Credit,2147483647,05/2022,959,YES,2,$16300,11/2009,2011,No
1543,270,Mastercard,Debit,2147483647,09/2020,790,YES,1,$24886,02/2020,2020,No
5155,1475,Mastercard,Debit,2147483647,08/2020,499,YES,1,$3614,10/2009,2009,No
278,1974,Mastercard,Debit,2147483647,01/2020,947,YES,1,$15195,01/2011,2011,No
216,1398,Visa,Debit,2147483647,09/2016,32,YES,1,$23392,01/2009,2011,No
85,1236,Visa,Debit,2147483647,03/2019,555,YES,2,$1269,01/2005,2013,No
2288,835,Visa,Credit,2147483647,07/2017,881,YES,1,$11000,03/2011,2015,No
4343,658,Visa,Credit,2147483647,09/2011,89,YES,1,$5800,08/2010,2010,No
1049,221,Mastercard,Debit,2147483647,10/2022,751,YES,1,$11625,02/2005,2014,No
4471,1015,Mastercard,Debit,2147483647,07/2021,842,YES,1,$35493,08/2018,2018,No
5138,62,Visa,Debit,2147483647,08/2019,910,YES,2,$5909,10/2008,2012,No
4080,223,Visa,Debit (Prepaid),2147483647,04/2024,928,YES,1,$55,07/2019,2019,No
5622,822,Visa,Credit,2147483647,01/2021,221,NO,2,$7100,11/2010,2010,No
5122,1898,Mastercard,Debit,2147483647,08/2023,244,YES,2,$13296,10/2008,2016,No
6137,1256,Mastercard,Debit,2147483647,10/2021,852,YES,2,$28850,12/2018,2018,No
4112,1783,Amex,Credit,2147483647,03/2020,659,YES,1,$9800,08/2003,2010,No
354,890,Mastercard,Debit,2147483647,09/2023,75,YES,1,$19573,01/2016,2016,No
2135,323,Visa,Debit,2147483647,05/2016,895,NO,1,$7003,03/2006,2012,No
3806,120,Mastercard,Debit,2147483647,04/2022,980,YES,2,$13510,07/2007,2016,No
1140,1314,Mastercard,Debit,2147483647,03/2022,447,NO,2,$14664,02/2008,2010,No
3616,391,Visa,Debit,2147483647,01/2020,156,YES,2,$12483,06/2016,2016,No
5680,214,Visa,Credit,2147483647,11/2012,693,YES,3,$0,11/2012,2012,No
4012,646,Mastercard,Debit,2147483647,05/2022,379,YES,2,$15822,07/2013,2013,No
2009,1276,Mastercard,Credit,2147483647,04/2024,910,YES,1,$19000,03/1998,2016,No
4587,1791,Visa,Debit,2147483647,01/2023,713,YES,2,$7830,09/2005,2010,No
56,1772,Mastercard,Debit (Prepaid),2147483647,03/2020,94,YES,2,$96,01/2004,2011,No
201,1072,Mastercard,Debit,2147483647,03/2020,155,NO,1,$6326,01/2009,2010,No
5579,1920,Mastercard,Debit,2147483647,02/2024,247,NO,2,$1726,11/2009,2014,No
6129,261,Visa,Debit,2147483647,05/2018,827,YES,1,$32285,12/2016,2016,No
981,173,Mastercard,Debit,2147483647,02/2002,501,YES,2,$23502,02/2000,2020,No
2742,42,Discover,Credit,2147483647,02/2019,56,YES,2,$5600,04/2015,2015,No
3555,519,Visa,Debit (Prepaid),2147483647,04/2018,0,YES,1,$72,06/2012,2012,No
3574,237,Visa,Debit,2147483647,02/2021,398,NO,1,$38900,06/2013,2013,No
1716,670,Mastercard,Debit (Prepaid),2147483647,08/2021,144,YES,2,$57,02/2020,2020,No
1058,779,Mastercard,Debit,2147483647,10/2023,797,NO,2,$3099,02/2005,2013,No
5260,1293,Mastercard,Debit,2147483647,05/2021,117,YES,1,$16339,10/2012,2012,No
4777,703,Mastercard,Credit,2147483647,04/2024,644,YES,2,$2000,09/2010,2010,No
3442,285,Visa,Debit (Prepaid),2147483647,02/2022,393,YES,1,$65,06/2009,2009,No
5786,1997,Amex,Credit,2147483647,08/2022,333,YES,1,$25600,12/2003,2009,No
1950,1841,Visa,Credit,2147483647,01/2024,180,NO,2,$11300,02/2020,2020,No
1313,1603,Mastercard,Debit,2147483647,06/2024,810,YES,2,$14223,02/2013,2013,No
3833,973,Amex,Credit,2147483647,09/2024,201,YES,1,$8300,07/2008,2015,No
5757,1164,Mastercard,Debit,2147483647,01/2022,886,YES,1,$34900,12/1999,2012,No
3907,1060,Visa,Credit,2147483647,05/2021,488,NO,1,$10600,07/2009,2018,No
5278,575,Visa,Credit,2147483647,05/2023,476,YES,2,$6800,10/2013,2013,No
5414,1877,Visa,Credit,2147483647,09/2022,966,YES,2,$9700,11/2004,2007,No
5076,1276,Mastercard,Credit,2147483647,10/2021,183,YES,1,$15000,10/2007,2013,No
4961,1911,Amex,Credit,2147483647,04/2021,94,YES,1,$8900,10/2002,2012,No
4724,416,Mastercard,Debit (Prepaid),2147483647,12/2022,16,YES,2,$46,09/2009,2016,No
1384,1091,Visa,Debit,2147483647,10/2019,22,YES,1,$29685,02/2018,2018,No
5648,619,Mastercard,Debit,2147483647,03/2021,541,YES,1,$23220,11/2011,2011,No
3059,1057,Mastercard,Debit,2147483647,09/2015,546,YES,1,$23395,05/2010,2020,No
2965,1513,Mastercard,Credit,2147483647,07/2021,779,YES,1,$27200,05/2008,2011,No
4425,1543,Mastercard,Debit,2147483647,08/2022,13,YES,2,$47709,08/2014,2014,No
1650,1272,Mastercard,Debit,2147483647,04/2021,771,YES,1,$8807,02/2020,2020,No
375,1769,Visa,Credit,2147483647,10/2023,598,YES,2,$9900,01/2018,2018,No
2741,1034,Amex,Credit,2147483647,02/2020,213,YES,2,$11800,04/2015,2015,No
1236,1655,Mastercard,Credit,2147483647,12/2012,361,YES,1,$8400,02/2010,2013,No
5475,60,Visa,Debit (Prepaid),2147483647,05/2024,692,YES,3,$45,11/2006,2012,No
3377,1874,Mastercard,Debit,2147483647,10/2012,674,YES,1,$17872,06/2008,2008,No
1753,614,Mastercard,Debit,2147483647,02/2020,842,YES,1,$12829,02/2020,2020,No
5477,1913,Amex,Credit,2147483647,10/2024,952,YES,1,$17800,11/2007,2011,No
1300,678,Mastercard,Credit,2147483647,08/2022,377,YES,2,$8600,02/2012,2012,No
1841,268,Visa,Debit,2147483647,02/2020,231,YES,2,$14263,02/2020,2020,No
709,523,Mastercard,Credit,2147483647,02/2020,232,YES,1,$8300,01/2020,2020,No
3568,1903,Mastercard,Debit,2147483647,05/2020,678,YES,1,$54517,06/2013,2013,No
2081,871,Mastercard,Debit,2147483647,11/2023,952,YES,2,$8052,03/2005,2012,No
5877,1913,Mastercard,Credit,2147483647,11/2020,356,YES,2,$16200,12/2007,2011,No
936,799,Visa,Credit,2147483647,02/2020,343,YES,2,$6600,01/2020,2020,No
3240,110,Visa,Debit,2147483647,03/2008,274,NO,1,$32223,06/2002,2005,No
3087,1296,Discover,Credit,2147483647,12/2022,588,YES,1,$19800,05/2011,2011,No
2453,1530,Amex,Credit,2147483647,04/2023,676,YES,1,$400,04/2004,2009,No
4178,469,Mastercard,Debit,2147483647,04/2009,488,YES,2,$9010,08/2006,2007,No
2438,77,Visa,Credit,2147483647,07/2014,401,YES,2,$13700,04/2002,2012,No
1603,115,Mastercard,Debit,2147483647,02/2024,926,YES,1,$55750,02/2020,2020,No
4729,1500,Mastercard,Credit,2147483647,12/2020,195,YES,2,$14000,09/2009,2011,No
2617,1686,Visa,Credit,2147483647,07/2024,385,YES,1,$16300,04/2009,2013,No
3561,1258,Visa,Debit,2147483647,11/2022,7,NO,1,$14484,06/2012,2012,No
3376,948,Discover,Credit,2147483647,05/2011,138,YES,1,$7900,06/2008,2013,No
5120,33,Mastercard,Credit,2147483647,02/2020,526,YES,1,$7400,10/2008,2009,No
5415,382,Visa,Debit,2147483647,08/2024,237,YES,1,$11809,11/2004,2010,No
6001,1182,Mastercard,Debit,2147483647,12/2021,718,YES,1,$5716,12/2010,2020,No
999,1498,Mastercard,Debit (Prepaid),2147483647,12/2024,904,YES,2,$65,02/2002,2008,No
1987,1496,Visa,Debit,2147483647,09/2021,462,YES,1,$29065,02/2020,2020,No
3099,75,Mastercard,Credit,2147483647,10/2021,551,YES,2,$9200,05/2011,2011,No
1911,1336,Visa,Credit,2147483647,02/2020,875,YES,2,$15000,02/2020,2020,No
2336,1515,Visa,Credit,2147483647,08/2023,540,YES,2,$7700,03/2014,2014,No
4050,1856,Visa,Debit (Prepaid),2147483647,06/2023,420,YES,1,$85,07/2016,2016,No
2929,480,Mastercard,Debit,2147483647,09/2022,944,YES,1,$51051,05/2007,2012,No
3149,1274,Mastercard,Debit,2147483647,09/2023,38,YES,1,$18573,05/2014,2014,No
6098,1557,Discover,Credit,2147483647,04/2020,750,YES,2,$9000,12/2014,2014,No
4330,1112,Mastercard,Debit,2147483647,08/2013,409,YES,2,$14702,08/2010,2010,No
2160,1998,Visa,Debit (Prepaid),2147483647,11/2022,756,YES,1,$110,03/2007,2007,No
6002,754,Mastercard,Debit,2147483647,09/2021,348,YES,1,$9,12/2010,2013,No
5864,277,Mastercard,Debit,2147483647,03/2016,985,NO,2,$14098,12/2006,2009,No
3378,165,Mastercard,Debit (Prepaid),2147483647,04/2023,206,YES,2,$61,06/2008,2015,No
5849,1787,Visa,Debit,2147483647,05/2007,704,YES,2,$33807,12/2005,2008,No
4544,60,Visa,Credit,2147483647,11/2020,785,YES,2,$6400,09/2003,2010,No
895,1458,Visa,Credit,2147483647,07/2020,265,YES,2,$8000,01/2020,2020,No
3747,1477,Visa,Debit,2147483647,07/2024,133,YES,1,$44314,07/2005,2008,No
3617,1158,Discover,Credit,2147483647,03/2019,499,YES,1,$7800,06/2017,2017,No
1507,1560,Mastercard,Credit,2147483647,02/2023,627,YES,2,$3300,02/2020,2020,No
5402,471,Mastercard,Debit,2147483647,11/2009,383,YES,1,$29739,11/2004,2008,No
446,1938,Mastercard,Debit,2147483647,11/2020,856,YES,1,$2868,01/2020,2020,No
4328,652,Mastercard,Debit,2147483647,12/2024,348,YES,1,$16203,08/2010,2010,No
2807,138,Amex,Credit,2147483647,02/2023,788,YES,1,$6900,05/2000,2012,No
4706,1718,Mastercard,Debit,2147483647,06/2024,360,YES,1,$16055,09/2009,2009,No
2361,598,Visa,Credit,2147483647,10/2021,609,YES,2,$11400,03/2016,2016,No
2050,491,Visa,Credit,2147483647,08/2021,775,YES,2,$8000,03/2003,2008,No
3073,348,Visa,Credit,2147483647,04/2020,160,YES,1,$13500,05/2010,2012,No
1824,1979,Visa,Credit,2147483647,02/2020,706,YES,1,$19600,02/2020,2020,No
3252,908,Mastercard,Debit,2147483647,01/2023,951,YES,1,$3630,06/2003,2009,No
46,732,Visa,Debit (Prepaid),2147483647,11/2022,662,YES,2,$63,01/2003,2010,No
1001,59,Mastercard,Credit,2147483647,06/2021,765,YES,2,$8800,02/2002,2013,No
1847,494,Visa,Debit,2147483647,01/2024,45,YES,1,$29335,02/2020,2020,No
5586,954,Visa,Debit,2147483647,10/2024,359,YES,1,$24104,11/2009,2009,No
3468,1394,Mastercard,Debit,2147483647,06/2016,555,YES,1,$19597,06/2010,2010,No
611,134,Mastercard,Debit,2147483647,02/2020,560,YES,1,$27290,01/2020,2020,No
2912,851,Visa,Debit,2147483647,01/2009,467,NO,2,$6335,05/2006,2020,No
262,590,Visa,Debit,2147483647,11/2022,959,NO,2,$7644,01/2010,2010,No
3255,674,Mastercard,Credit,2147483647,01/2021,475,NO,1,$6500,06/2003,2012,No
4633,1907,Mastercard,Debit,2147483647,09/2023,838,YES,1,$8342,09/2007,2009,No
4483,1059,Visa,Debit,2147483647,04/2023,588,YES,1,$27036,08/2019,2019,No
219,1380,Visa,Debit (Prepaid),2147483647,06/2011,725,YES,1,$85,01/2009,2009,No
4957,1370,Mastercard,Debit,2147483647,07/2024,88,YES,2,$12610,10/2001,2007,No
620,508,Mastercard,Debit (Prepaid),2147483647,07/2020,451,YES,2,$98,01/2020,2020,No
1110,1382,Mastercard,Debit (Prepaid),2147483647,01/2017,251,YES,1,$54,02/2007,2008,No
4316,1128,Amex,Credit,2147483647,09/2020,71,YES,2,$8400,08/2010,2012,No
1488,540,Mastercard,Debit,2147483647,07/2022,466,YES,2,$146,02/2020,2020,No
917,510,Visa,Debit,2147483647,01/2020,573,YES,2,$14797,01/2020,2020,No
932,1542,Visa,Debit,2147483647,07/2023,65,YES,1,$20971,01/2020,2020,No
2670,942,Amex,Credit,2147483647,05/2023,593,YES,1,$20800,04/2011,2013,No
1284,1973,Visa,Debit,2147483647,04/2021,147,YES,2,$13202,02/2011,2011,No
4439,881,Visa,Debit,2147483647,04/2018,967,YES,1,$31491,08/2014,2014,No
3134,371,Mastercard,Credit,2147483647,12/2018,471,YES,2,$27600,05/2013,2013,No
2625,166,Visa,Debit,2147483647,02/2021,740,YES,1,$271,04/2009,2012,No
351,449,Visa,Debit,2147483647,05/2021,994,YES,2,$21594,01/2015,2015,No
4532,957,Mastercard,Debit,2147483647,06/2020,515,NO,1,$27974,09/2003,2012,No
5323,398,Mastercard,Debit,2147483647,02/2020,419,YES,1,$15125,10/2017,2017,No
3277,996,Visa,Debit,2147483647,07/2005,979,YES,2,$16167,06/2004,2009,No
1131,974,Visa,Debit,2147483647,07/2007,181,YES,1,$36271,02/2007,2010,No
1361,1240,Visa,Debit,2147483647,11/2022,794,YES,2,$16638,02/2015,2015,No
2354,617,Mastercard,Debit,2147483647,07/2022,255,YES,2,$26147,03/2016,2016,No
3325,1514,Mastercard,Credit,2147483647,02/2016,56,YES,2,$10900,06/2006,2012,No
4658,739,Discover,Credit,2147483647,07/2009,784,YES,2,$6900,09/2008,2011,No
5717,169,Visa,Debit,2147483647,07/2022,167,YES,1,$10194,11/2015,2015,No
1021,1076,Mastercard,Debit,2147483647,07/2023,575,YES,1,$16144,02/2003,2011,No
5011,20,Mastercard,Credit,2147483647,03/2021,834,YES,2,$9000,10/2004,2011,No
696,1293,Mastercard,Debit,2147483647,07/2021,614,YES,2,$23902,01/2020,2020,No
3534,860,Visa,Debit,2147483647,12/2011,601,YES,1,$21885,06/2011,2011,No
6029,1966,Visa,Debit,2147483647,11/2020,883,YES,1,$13778,12/2010,2015,No
3977,1504,Mastercard,Debit,2147483647,01/2020,469,YES,1,$8444,07/2011,2011,No
1813,1474,Visa,Debit,2147483647,01/2023,791,YES,1,$33397,02/2020,2020,No
5858,1489,Mastercard,Debit,2147483647,12/2006,896,YES,1,$14138,12/2006,2011,No
2792,118,Discover,Credit,2147483647,11/2024,75,YES,1,$6700,05/1997,2016,No
5242,589,Mastercard,Debit,2147483647,12/2020,383,YES,2,$14094,10/2011,2018,No
3051,782,Mastercard,Debit,2147483647,03/2024,62,NO,2,$13055,05/2010,2010,No
2556,1315,Visa,Debit,2147483647,01/2023,655,NO,1,$14464,04/2007,2008,No
5089,1857,Mastercard,Credit,2147483647,07/2024,126,YES,1,$27700,10/2007,2013,No
6075,246,Visa,Debit,2147483647,10/2023,417,YES,1,$26110,12/2012,2012,No
451,1734,Mastercard,Debit,2147483647,01/2020,843,NO,2,$39312,01/2020,2020,No
3273,494,Mastercard,Credit,2147483647,10/2021,265,YES,2,$13500,06/2004,2014,No
6108,997,Mastercard,Debit (Prepaid),2147483647,12/2020,14,YES,1,$57,12/2015,2015,No
5741,976,Visa,Debit,2147483647,07/2022,289,YES,1,$24296,11/2018,2018,No
5915,1840,Visa,Credit,2147483647,10/2020,263,YES,1,$14600,12/2007,2008,No
3620,205,Mastercard,Debit,2147483647,05/2024,167,YES,1,$12193,06/2017,2017,No
5885,1740,Mastercard,Debit,2147483647,05/2011,972,YES,2,$23189,12/2007,2008,No
5683,1063,Mastercard,Debit,2147483647,07/2015,71,YES,1,$28805,11/2013,2013,No
3319,1709,Mastercard,Debit,2147483647,12/2023,947,YES,2,$13461,06/2006,2010,No
3454,1084,Visa,Debit,2147483647,07/2023,810,YES,1,$35268,06/2009,2009,No
3499,1615,Visa,Debit,2147483647,02/2020,378,YES,2,$13637,06/2010,2012,No
4323,1097,Mastercard,Debit,2147483647,01/2022,477,YES,1,$10445,08/2010,2010,No
3490,370,Visa,Debit,2147483647,02/2023,494,YES,1,$8509,06/2010,2010,No
4033,1520,Discover,Credit,2147483647,11/2023,899,YES,1,$1100,07/2015,2015,No
3974,1994,Mastercard,Debit (Prepaid),2147483647,08/2022,938,YES,1,$63,07/2011,2011,No
1493,1011,Mastercard,Debit,2147483647,05/2024,930,YES,2,$21470,02/2020,2020,No
2559,165,Mastercard,Debit,2147483647,08/2010,149,YES,2,$24980,04/2008,2014,No
3427,1081,Mastercard,Credit,2147483647,01/2024,414,YES,1,$10400,06/2009,2010,No
5049,1512,Mastercard,Debit,2147483647,09/2019,644,YES,2,$26357,10/2006,2013,No
6063,1988,Visa,Credit,2147483647,10/2019,524,YES,2,$37400,12/2011,2011,No
6021,719,Visa,Credit,2147483647,08/2023,554,YES,1,$13900,12/2010,2010,No
5984,1345,Visa,Credit,2147483647,09/2020,228,YES,1,$13900,12/2009,2011,No
3951,52,Visa,Debit,2147483647,10/2023,995,YES,1,$23404,07/2010,2012,No
3805,460,Mastercard,Debit,2147483647,09/2023,435,YES,2,$49107,07/2007,2011,No
1296,688,Amex,Credit,2147483647,11/2018,709,NO,2,$6600,02/2012,2012,No
2814,1725,Mastercard,Debit (Prepaid),2147483647,02/2010,454,YES,2,$15,05/2001,2009,No
3437,1577,Mastercard,Debit,2147483647,03/2024,596,YES,1,$2037,06/2009,2013,No
959,1659,Mastercard,Debit,2147483647,11/2021,570,YES,1,$22242,02/1996,2012,No
495,85,Mastercard,Debit,2147483647,10/2023,617,YES,2,$9953,01/2020,2020,No
1626,522,Mastercard,Credit,2147483647,10/2024,991,YES,1,$10200,02/2020,2020,No
1830,1580,Visa,Debit,2147483647,09/2020,974,YES,1,$1741,02/2020,2020,No
4826,1787,Visa,Debit,2147483647,07/2024,872,YES,1,$37338,09/2011,2011,No
240,218,Mastercard,Debit,2147483647,03/2024,565,YES,2,$11694,01/2010,2012,No
4922,650,Mastercard,Debit,2147483647,04/2022,14,YES,1,$12139,09/2019,2019,No
2957,1397,Mastercard,Debit,2147483647,05/2023,492,YES,2,$29340,05/2008,2010,No
3960,1516,Visa,Debit,2147483647,12/2022,190,YES,2,$25010,07/2010,2010,No
4788,329,Mastercard,Credit,2147483647,07/2024,278,YES,1,$9500,09/2010,2015,No
5812,1246,Mastercard,Debit,2147483647,04/2021,494,NO,1,$15087,12/2004,2005,No
3070,114,Mastercard,Debit,2147483647,01/2019,875,YES,2,$16617,05/2010,2011,No
4678,465,Mastercard,Credit,2147483647,06/2021,118,YES,2,$5800,09/2008,2008,No
4884,622,Mastercard,Debit (Prepaid),2147483647,10/2015,769,YES,2,$86,09/2015,2015,No
113,1736,Visa,Debit,2147483647,06/2021,880,YES,1,$23631,01/2006,2014,No
1591,975,Mastercard,Debit (Prepaid),2147483647,10/2022,671,YES,2,$104,02/2020,2020,No
1689,761,Mastercard,Credit,2147483647,06/2022,550,YES,1,$16700,02/2020,2020,No
5208,363,Mastercard,Debit (Prepaid),2147483647,10/2022,56,YES,1,$35,10/2010,2010,No
3034,1587,Amex,Credit,2147483647,07/2022,728,YES,1,$30900,05/2010,2016,No
4991,1859,Mastercard,Debit,2147483647,03/2023,187,YES,1,$34560,10/2003,2011,No
4278,467,Visa,Credit,2147483647,07/2021,619,YES,2,$14500,08/2008,2010,No
4478,1759,Amex,Credit,2147483647,05/2020,754,YES,2,$9900,08/2019,2019,No
