"id","current_age","retirement_age","birth_year","birth_month","gender","address","latitude","longitude","per_capita_income","yearly_income","total_debt","credit_score","num_credit_cards","created_at"
1228,54,61,1965,7,Male,"456 Sixth Boulevard",30.26,-97.74,23287,47482,59590,726,5,2010-01-10 00:00:00.000
783,62,61,1957,9,Male,"641 Martin Luther King Avenue",35.31,-106.55,15966,29769,14542,693,3,2010-01-10 00:00:00.000
1730,52,65,1967,10,Female,"445 West Boulevard",40.71,-74.06,21642,44128,148684,739,3,2010-01-10 00:00:00.000
1348,83,64,1936,6,Male,"873 Summit Street",40.64,-73.94,0,2,0,667,6,2010-01-10 00:00:00.000
352,22,65,1997,11,Male,"32 Valley Drive",34.21,-119.18,18175,37058,50548,680,2,2010-01-10 00:00:00.000
1643,28,64,1991,6,Female,"233 Oak Drive",45.47,-122.37,22599,46077,101450,686,1,2010-01-10 00:00:00.000
1830,56,75,1963,9,Male,"1184 Essex Lane",35.05,-83.19,15899,32418,84507,758,4,2010-01-10 00:00:00.000
1532,28,65,1991,3,Female,"99 El Camino Drive",39.53,-79.01,17079,34825,65082,759,1,2010-01-10 00:00:00.000
1790,21,69,1998,3,Male,"727 Valley Stream Boulevard",41.24,-73.31,55814,113797,169684,660,1,2010-01-10 00:00:00.000
707,22,67,1997,12,Female,"5941 South Lane",34.72,-82.78,18271,37253,63522,576,1,2010-01-10 00:00:00.000
382,55,68,1964,11,Male,"541 Tenth Street",34.0,-118.28,11329,23103,63635,681,3,2010-01-10 00:00:00.000
362,37,59,1983,1,Male,"6680 River Avenue",36.07,-115.21,23889,48710,59824,792,3,2010-01-10 00:00:00.000
562,37,61,1982,8,Female,"1059 Elm Avenue",39.95,-104.9,32793,66863,89031,673,1,2010-01-10 00:00:00.000
1932,26,60,1993,12,Female,"15 Valley Stream Drive",32.59,-116.58,9352,19069,23153,658,1,2010-01-10 00:00:00.000
110,52,72,1967,10,Female,"31204 El Camino Lane",30.26,-97.74,25594,52186,42852,737,4,2010-01-10 00:00:00.000
1468,66,65,1954,1,Male,"5238 Plum Street",37.1,-121.6,26188,44137,22392,626,2,2010-01-10 00:00:00.000
289,22,64,1997,12,Female,"109 El Camino Avenue",29.76,-95.38,11219,22876,36157,685,2,2010-01-10 00:00:00.000
1860,33,65,1986,6,Female,"689 Littlewood Lane",34.48,-87.28,17271,35213,87653,719,3,2010-01-10 00:00:00.000
1470,88,57,1931,9,Male,"636 Main Avenue",30.79,-98.43,13088,22371,994,700,4,2010-01-10 00:00:00.000
1546,48,61,1971,11,Male,"70 Second Drive",43.3,-71.33,19781,40336,144284,668,4,2010-01-10 00:00:00.000
559,56,59,1963,5,Male,"593 Valley Stream Drive",35.97,-97.02,17394,35468,53185,490,2,2010-01-10 00:00:00.000
76,22,63,1997,8,Female,"3269 River Street",40.23,-83.37,25313,51613,62635,649,2,2010-01-10 00:00:00.000
1950,39,73,1980,3,Female,"63 Plum Street",36.69,-84.47,10942,22312,39445,720,5,2010-01-10 00:00:00.000
1911,58,75,1961,11,Female,"3856 Valley Boulevard",37.08,-94.5,16574,33793,108196,768,4,2010-01-10 00:00:00.000
627,50,62,1969,11,Male,"6669 Burns Street",41.83,-73.12,22401,45674,83331,717,1,2010-01-10 00:00:00.000
1441,40,66,1979,7,Male,"631 Ocean View Street",43.07,-89.38,23840,48609,43520,737,3,2010-01-10 00:00:00.000
914,38,71,1982,1,Male,"10 Norfolk Boulevard",37.68,-97.34,22638,46160,87459,763,4,2010-01-10 00:00:00.000
1635,54,58,1965,3,Male,"90 Sussex Drive",40.68,-73.78,20760,42332,75213,616,6,2010-01-10 00:00:00.000
695,49,68,1970,7,Female,"530 Main Boulevard",29.48,-95.1,35246,71866,132580,662,1,2010-01-10 00:00:00.000
1340,53,68,1966,8,Male,"815 Hillside Drive",29.76,-95.38,26420,53872,64269,691,5,2010-01-10 00:00:00.000
358,36,71,1983,7,Female,"65 Fifth Lane",34.17,-82.37,15243,31079,91845,605,2,2010-01-10 00:00:00.000
1390,37,71,1982,6,Male,"691 First Lane",36.17,-86.78,29868,60897,85771,850,3,2010-01-10 00:00:00.000
466,58,64,1961,8,Female,"416 Madison Street",40.4,-81.35,14477,29519,45597,643,3,2010-01-10 00:00:00.000
1761,23,71,1996,10,Female,"533 Fourth Street",38.65,-121.25,27548,56168,186534,703,3,2010-01-10 00:00:00.000
961,76,63,1944,2,Male,"3031 Essex Street",28.2,-82.59,34909,26660,28332,721,4,2010-01-10 00:00:00.000
138,43,68,1977,2,Female,"754 South Avenue",40.77,-79.04,16071,32770,103262,641,4,2010-01-10 00:00:00.000
1553,21,62,1998,10,Male,"5 Lafayette Avenue",41.24,-81.45,42201,86042,165447,701,2,2010-01-10 00:00:00.000
898,90,66,1929,6,Female,"145 River Drive",40.59,-75.47,12427,19893,1712,566,3,2010-01-10 00:00:00.000
333,20,64,2000,1,Female,"6877 Jefferson Drive",39.45,-74.72,23298,47504,65156,706,1,2010-01-10 00:00:00.000
974,59,65,1960,9,Male,"948 Federal Drive",34.73,-82.25,23966,48867,92873,644,2,2010-01-10 00:00:00.000
1922,79,65,1940,11,Male,"127 Valley Boulevard",32.85,-117.2,34848,53222,23051,640,1,2010-01-10 00:00:00.000
1329,24,68,1995,3,Female,"6768 Federal Avenue",34.08,-117.46,13739,28011,20196,720,4,2010-01-10 00:00:00.000
689,65,62,1954,3,Female,"440 Maple Drive",40.76,-74.23,18012,39077,14019,709,1,2010-01-10 00:00:00.000
396,89,72,1930,10,Female,"711 South Boulevard",42.07,-87.81,38274,50341,3270,735,5,2010-01-10 00:00:00.000
423,28,70,1991,3,Female,"19 El Camino Drive",33.62,-112.05,26023,53053,42396,696,2,2010-01-10 00:00:00.000
830,29,71,1990,10,Female,"412 First Boulevard",29.99,-95.26,32943,67166,123932,688,2,2010-01-10 00:00:00.000
1454,30,64,1990,1,Male,"7051 West Drive",33.79,-117.99,17564,35813,43474,748,2,2010-01-10 00:00:00.000
1942,77,63,1942,3,Female,"2073 South Avenue",40.71,-73.99,0,1,0,673,3,2010-01-10 00:00:00.000
673,48,68,1971,7,Male,"1772 Essex Boulevard",37.27,-79.88,19188,39124,66231,722,4,2010-01-10 00:00:00.000
1857,32,66,1987,8,Male,"4063 Burns Boulevard",40.77,-74.39,47698,97248,197100,775,5,2010-01-10 00:00:00.000
349,40,61,1979,12,Female,"1943 Birch Street",40.84,-81.63,21201,43229,96831,685,2,2010-01-10 00:00:00.000
70,20,64,2000,2,Male,"8997 Summit Avenue",40.26,-76.71,31040,63292,145756,635,1,2010-01-10 00:00:00.000
236,36,65,1983,3,Female,"4137 Bayview Drive",29.7,-95.46,79100,161276,317964,540,1,2010-01-10 00:00:00.000
610,18,58,2002,1,Male,"36 First Drive",47.78,-117.45,21609,44061,107955,713,4,2010-01-10 00:00:00.000
1580,19,61,2000,4,Female,"528 Spruce Lane",41.6,-87.05,27261,55587,151141,621,2,2010-01-10 00:00:00.000
703,53,66,1966,11,Female,"864 Jefferson Drive",30.23,-92.19,19798,40363,111112,711,4,2010-01-10 00:00:00.000
1936,86,68,1933,7,Female,"406 El Camino Boulevard",44.4,-73.0,26951,35685,1135,714,5,2010-01-10 00:00:00.000
657,83,68,1936,11,Female,"2780 Martin Luther King Drive",44.45,-95.78,20697,33897,533,705,4,2010-01-10 00:00:00.000
1570,21,67,1998,4,Female,"100 Seventh Drive",45.93,-88.25,18016,36733,0,761,3,2010-01-10 00:00:00.000
210,46,63,1973,8,Male,"7677 Little Creek Drive",29.45,-98.5,12677,25850,56285,630,1,2010-01-10 00:00:00.000
1477,47,67,1972,7,Male,"30 First Lane",40.15,-82.68,22934,46763,65106,696,3,2010-01-10 00:00:00.000
1007,66,60,1954,2,Male,"259 Valley Boulevard",40.24,-76.92,25336,54654,27241,618,1,2010-01-10 00:00:00.000
1630,24,65,1996,1,Male,"716 Bayview Avenue",36.11,-80.81,15545,31693,98206,719,1,2010-01-10 00:00:00.000
284,51,65,1968,4,Male,"822 Martin Luther King Drive",33.44,-111.76,25005,50980,0,754,4,2010-01-10 00:00:00.000
201,61,65,1958,5,Male,"206 Pine Lane",41.52,-88.12,17567,35823,96691,732,3,2010-01-10 00:00:00.000
90,63,62,1956,8,Male,"9 Mill Drive",28.37,-80.75,19018,12796,22192,644,3,2010-01-10 00:00:00.000
163,37,73,1983,2,Male,"169 Oak Street",41.37,-79.7,16237,33108,44044,829,2,2010-01-10 00:00:00.000
444,24,68,1995,9,Female,"549 Ocean Boulevard",40.84,-73.87,12939,26382,13161,748,2,2010-01-10 00:00:00.000
13,52,61,1967,6,Female,"4222 Ocean View Drive",37.89,-85.96,15879,32378,65919,588,4,2010-01-10 00:00:00.000
1165,55,73,1964,11,Female,"446 Birch Drive",36.37,-84.12,13522,27572,59404,797,1,2010-01-10 00:00:00.000
1803,26,60,1993,4,Female,"596 Mountain View Lane",41.66,-70.34,23129,47160,64193,578,1,2010-01-10 00:00:00.000
268,20,62,1999,9,Female,"825 Norfolk Drive",43.02,-78.75,29558,60265,80939,582,3,2010-01-10 00:00:00.000
544,34,65,1985,5,Female,"100 Rose Lane",40.86,-73.63,29426,59999,128311,676,1,2010-01-10 00:00:00.000
893,18,68,2002,2,Male,"4485 Plum Lane",43.05,-74.34,17027,34716,18962,850,3,2010-01-10 00:00:00.000
1826,45,61,1974,5,Female,"94936 Elm Drive",28.92,-81.92,8155,16628,33926,654,1,2010-01-10 00:00:00.000
342,18,68,2001,6,Male,"3033 Maple Lane",38.94,-77.19,62840,128123,135808,699,1,2010-01-10 00:00:00.000
387,34,65,1985,10,Male,"8229 Bayview Avenue",41.4,-82.23,22261,45388,64749,723,1,2010-01-10 00:00:00.000
1773,22,70,1997,9,Male,"675 Norfolk Drive",29.76,-95.38,26420,53873,76960,742,1,2010-01-10 00:00:00.000
1119,23,63,1996,11,Female,"994 Second Lane",38.83,-76.92,23340,47589,114020,763,4,2010-01-10 00:00:00.000
1338,33,67,1986,12,Male,"12 12th Avenue",42.58,-87.85,23060,47023,0,765,2,2010-01-10 00:00:00.000
409,54,65,1965,8,Female,"7561 Littlewood Street",42.49,-92.35,14568,29699,6569,711,3,2010-01-10 00:00:00.000
1594,39,64,1980,11,Male,"532 12th Drive",27.98,-80.66,17645,35978,49366,643,3,2010-01-10 00:00:00.000
761,18,69,2001,3,Female,"94 Lafayette Avenue",21.45,-158.01,27576,56222,63846,726,4,2010-01-10 00:00:00.000
935,18,71,2002,1,Female,"197 George Drive",31.5,-82.85,15701,32014,61420,728,3,2010-01-10 00:00:00.000
1882,58,65,1961,10,Male,"860 Maple Avenue",37.59,-122.06,29097,59322,145137,694,3,2010-01-10 00:00:00.000
1322,35,62,1984,5,Female,"775 Essex Lane",39.67,-75.75,22319,45508,93806,636,1,2010-01-10 00:00:00.000
1207,41,65,1978,10,Male,"8425 East Lane",41.47,-81.67,27646,56368,71544,664,3,2010-01-10 00:00:00.000
1026,84,70,1935,5,Male,"2116 Second Drive",36.52,-119.39,13194,17016,691,714,4,2010-01-10 00:00:00.000
1372,76,66,1943,10,Female,"96 Ninth Lane",34.95,-96.75,15005,28215,18116,697,2,2010-01-10 00:00:00.000
1255,24,67,1995,9,Male,"9614 Ocean View Drive",35.37,-85.38,15209,31006,71031,681,2,2010-01-10 00:00:00.000
507,22,70,1998,2,Male,"79 Burns Drive",40.81,-74.0,18392,37497,0,695,1,2010-01-10 00:00:00.000
1599,22,68,1997,7,Male,"71 Madison Street",31.84,-106.43,16011,32645,59851,790,3,2010-01-10 00:00:00.000
1606,49,66,1970,8,Male,"9383 Martin Luther King Street",30.68,-88.04,25381,51755,88605,806,1,2010-01-10 00:00:00.000
82,22,68,1997,9,Female,"6054 Main Avenue",41.83,-87.68,0,2026,1417,779,1,2010-01-10 00:00:00.000
906,75,69,1945,2,Male,"6930 East Lane",40.57,-112.33,21749,21154,5764,705,6,2010-01-10 00:00:00.000
412,25,65,1994,10,Male,"7091 Lexington Lane",36.07,-94.15,22964,46822,0,810,4,2010-01-10 00:00:00.000
191,28,65,1991,10,Male,"654 Elm Drive",33.71,-84.53,19550,39860,112825,728,1,2010-01-10 00:00:00.000
1813,35,66,1984,4,Female,"334 Birch Drive",35.82,-87.01,27637,56350,120125,808,4,2010-01-10 00:00:00.000
888,53,67,1966,6,Male,"817 Forest Street",34.86,-92.12,16462,33566,96597,698,1,2010-01-10 00:00:00.000
813,46,70,1973,6,Male,"285 Washington Street",41.99,-71.5,19065,38872,86648,585,1,2010-01-10 00:00:00.000
601,68,67,1951,7,Male,"5828 Wessex Drive",28.5,-81.37,15849,43004,15304,761,6,2010-01-10 00:00:00.000
1954,47,68,1973,1,Female,"965 Wessex Street",33.94,-117.95,23740,48406,80441,683,3,2010-01-10 00:00:00.000
1608,19,68,2000,9,Female,"1464 Bayview Street",31.85,-102.36,19399,39556,132573,572,1,2010-01-10 00:00:00.000
1402,35,63,1984,10,Male,"626 Federal Drive",34.72,-92.35,47364,96574,265319,590,3,2010-01-10 00:00:00.000
1044,30,60,1989,6,Male,"978 Wessex Avenue",36.44,-82.34,22388,45649,150985,693,1,2010-01-10 00:00:00.000
1000,20,73,1999,8,Female,"6030 Third Lane",41.93,-71.29,26693,54424,92199,687,1,2010-01-10 00:00:00.000
587,20,62,1999,8,Male,"5310 Hillside Avenue",40.64,-73.94,12433,25350,70475,643,2,2010-01-10 00:00:00.000
1218,20,71,1999,6,Male,"982 Plum Boulevard",33.92,-118.2,13632,27801,0,754,1,2010-01-10 00:00:00.000
1928,56,68,1963,7,Male,"273 Ocean Street",45.79,-122.69,27308,55682,82696,750,4,2010-01-10 00:00:00.000
622,23,65,1996,12,Male,"986 East Avenue",38.85,-77.29,42884,87437,0,738,2,2010-01-10 00:00:00.000
419,60,66,1959,11,Male,"933 Valley Lane",38.14,-120.45,16448,33540,74530,734,5,2010-01-10 00:00:00.000
1754,34,67,1985,11,Female,"97 Fourth Drive",34.58,-94.23,12910,26325,32456,562,1,2010-01-10 00:00:00.000
1518,62,70,1957,8,Male,"313 Martin Luther King Boulevard",34.47,-86.8,18533,37785,81500,745,3,2010-01-10 00:00:00.000
1230,18,50,2002,1,Male,"66 Birch Lane",32.3,-80.92,14305,29169,37230,754,1,2010-01-10 00:00:00.000
1317,41,68,1978,7,Female,"26 Valley Stream Drive",39.39,-74.51,15157,30910,42507,749,4,2010-01-10 00:00:00.000
1537,35,69,1984,6,Female,"4395 Bayview Lane",47.69,-117.19,17760,36213,48364,637,1,2010-01-10 00:00:00.000
237,42,72,1977,8,Male,"331 Oak Lane",37.96,-121.76,28733,58584,99235,563,2,2010-01-10 00:00:00.000
428,39,69,1980,11,Male,"6405 Fifth Avenue",42.99,-71.45,27706,56486,116394,689,2,2010-01-10 00:00:00.000
356,50,73,1969,10,Female,"24 River Avenue",27.19,-80.24,20315,41420,0,691,5,2010-01-10 00:00:00.000
726,58,67,1961,8,Male,"845 Littlewood Boulevard",33.79,-118.29,22032,44924,27297,717,3,2010-01-10 00:00:00.000
1593,24,69,1995,12,Male,"652 Maple Street",39.77,-84.19,18208,37122,58984,753,4,2010-01-10 00:00:00.000
320,34,75,1985,8,Male,"6444 Madison Drive",32.22,-110.82,17480,35641,64419,625,2,2010-01-10 00:00:00.000
1412,58,67,1961,6,Female,"91 Jefferson Drive",36.97,-86.44,26567,54166,0,707,5,2010-01-10 00:00:00.000
273,42,72,1977,4,Female,"849 Norfolk Lane",41.16,-80.56,18351,37415,66403,665,1,2010-01-10 00:00:00.000
919,54,62,1965,3,Female,"1635 Sussex Lane",38.81,-76.75,33295,67890,112564,698,2,2010-01-10 00:00:00.000
966,26,69,1993,4,Female,"445 Fourth Lane",26.35,-98.11,11763,23987,39071,630,1,2010-01-10 00:00:00.000
1447,33,60,1987,2,Male,"338 George Avenue",47.49,-122.1,33714,68741,203172,610,1,2010-01-10 00:00:00.000
1125,25,71,1994,8,Male,"99791 12th Boulevard",30.51,-97.67,31839,64917,102747,689,4,2010-01-10 00:00:00.000
724,45,72,1974,5,Female,"819 El Camino Boulevard",35.97,-96.76,17237,35142,107898,731,4,2010-01-10 00:00:00.000
1268,47,63,1972,9,Male,"857 Catherine Avenue",34.2,-86.15,14516,29597,44388,513,4,2010-01-10 00:00:00.000
1506,25,63,1994,10,Male,"2800 Third Drive",33.52,-86.79,34578,70502,90003,614,2,2010-01-10 00:00:00.000
1036,19,68,2000,5,Male,"5966 Hill Boulevard",40.1,-74.93,24817,50602,66762,722,2,2010-01-10 00:00:00.000
2,48,64,1971,8,Male,"6035 Forest Avenue",40.84,-73.87,13461,27447,80850,673,5,2010-01-10 00:00:00.000
443,31,71,1988,5,Male,"913 Mill Boulevard",43.15,-72.36,20592,41986,134162,697,1,2010-01-10 00:00:00.000
223,37,67,1982,10,Female,"3748 Mountain View Drive",38.78,-121.37,28760,58637,87340,803,6,2010-01-10 00:00:00.000
1982,30,71,1990,2,Male,"5737 Washington Boulevard",40.13,-75.06,34043,69412,64273,699,2,2010-01-10 00:00:00.000
1815,59,66,1960,3,Female,"8060 Pine Boulevard",41.82,-71.41,30403,61991,2151,758,4,2010-01-10 00:00:00.000
1483,18,70,2001,12,Male,"65690 Bayview Lane",41.93,-71.29,26693,54427,96369,714,2,2010-01-10 00:00:00.000
109,29,66,1990,8,Female,"933 Sussex Drive",45.6,-108.68,19625,40005,37694,737,2,2010-01-10 00:00:00.000
310,26,61,1994,2,Male,"4840 Summit Lane",38.72,-121.0,28660,58435,134789,666,2,2010-01-10 00:00:00.000
238,22,62,1997,6,Male,"9261 Little Creek Lane",41.41,-82.31,20400,41595,54451,675,1,2010-01-10 00:00:00.000
245,39,65,1980,7,Female,"3 Main Street",26.11,-80.39,28826,58774,94053,528,2,2010-01-10 00:00:00.000
596,28,65,1991,11,Male,"914 George Street",40.64,-73.94,16985,34629,34484,721,3,2010-01-10 00:00:00.000
1526,53,64,1966,3,Female,"5773 River Street",40.94,-121.74,16742,34137,80467,671,4,2010-01-10 00:00:00.000
1012,35,66,1984,6,Female,"9006 Ocean Boulevard",39.95,-75.16,16114,32855,94228,693,2,2010-01-10 00:00:00.000
446,23,68,1997,1,Male,"28 Madison Lane",40.69,-73.73,24200,49342,56137,703,1,2010-01-10 00:00:00.000
1616,48,70,1971,8,Male,"469 First Lane",33.0,-97.23,46232,94260,39326,815,4,2010-01-10 00:00:00.000
1058,61,67,1958,3,Male,"5363 Tenth Lane",36.18,-87.34,17261,35196,51751,684,4,2010-01-10 00:00:00.000
551,65,67,1955,1,Male,"54 George Avenue",39.14,-119.71,19392,39543,53182,776,3,2010-01-10 00:00:00.000
1765,40,68,1979,3,Male,"9594 Burns Lane",33.46,-82.5,15755,32126,56283,770,3,2010-01-10 00:00:00.000
1854,48,69,1972,1,Male,"4405 Wessex Drive",35.06,-85.25,23706,48337,70603,625,2,2010-01-10 00:00:00.000
1824,23,65,1996,7,Male,"374 East Lane",40.44,-86.91,24737,50433,97029,838,3,2010-01-10 00:00:00.000
1823,67,70,1952,5,Male,"172 Third Lane",33.27,-111.94,32056,65362,27745,743,6,2010-01-10 00:00:00.000
965,18,68,2002,1,Female,"2108 Spruce Lane",38.58,-121.4,20670,42142,116857,713,2,2010-01-10 00:00:00.000
1840,46,71,1974,2,Female,"576 Martin Luther King Street",45.49,-122.8,21702,44249,103229,706,5,2010-01-10 00:00:00.000
74,54,74,1965,5,Female,"1444 Plum Boulevard",38.86,-104.76,20579,41957,151027,783,3,2010-01-10 00:00:00.000
1275,35,65,1984,3,Female,"1496 Rose Street",34.04,-118.29,11395,23238,31661,611,2,2010-01-10 00:00:00.000
1197,28,64,1992,1,Female,"146 Lafayette Drive",45.79,-122.69,27308,55684,114269,722,3,2010-01-10 00:00:00.000
1231,26,52,1994,1,Female,"613 Little Creek Lane",26.41,-81.42,10819,22066,38967,842,1,2010-01-10 00:00:00.000
1650,18,67,2002,2,Male,"701 Pine Drive",40.71,-74.06,21642,44128,142368,687,3,2010-01-10 00:00:00.000
889,27,65,1992,3,Male,"900 Norfolk Avenue",39.61,-86.11,25773,52550,140825,710,1,2010-01-10 00:00:00.000
827,61,71,1958,4,Female,"9189 Valley Street",43.1,-75.23,15194,30984,39222,616,4,2010-01-10 00:00:00.000
1074,62,65,1957,6,Female,"1305 Spruce Boulevard",44.66,-103.85,16097,32819,25393,826,5,2010-01-10 00:00:00.000
1805,38,68,1981,5,Male,"679 Bayview Lane",45.99,-84.36,13053,26613,17008,718,2,2010-01-10 00:00:00.000
1641,30,69,1989,3,Male,"3636 El Camino Avenue",39.09,-84.51,25503,51998,73575,640,1,2010-01-10 00:00:00.000
331,34,68,1985,6,Male,"30 Catherine Street",33.44,-79.56,14669,29907,16764,732,2,2010-01-10 00:00:00.000
221,63,65,1956,12,Female,"560 Eighth Boulevard",37.7,-122.12,21669,44183,89852,850,4,2010-01-10 00:00:00.000
962,28,69,1992,1,Male,"564 Catherine Lane",44.52,-87.98,16801,34262,60506,846,2,2010-01-10 00:00:00.000
1161,23,66,1996,12,Male,"306 First Drive",28.68,-81.51,24155,49255,6557,823,2,2010-01-10 00:00:00.000
1175,93,69,1926,9,Male,"748 Martin Luther King Street",40.84,-73.87,12475,10782,346,770,7,2010-01-10 00:00:00.000
929,63,62,1956,4,Female,"899 Grant Lane",40.15,-75.22,44106,56102,59198,850,1,2010-01-10 00:00:00.000
1663,24,59,1995,7,Male,"276 12th Boulevard",41.83,-87.68,0,2370,4397,581,1,2010-01-10 00:00:00.000
1622,41,61,1979,1,Female,"1063 Federal Boulevard",42.15,-71.13,38878,79271,211919,759,1,2010-01-10 00:00:00.000
495,49,63,1970,8,Male,"6427 Martin Luther King Drive",43.04,-76.14,18649,38028,79101,831,4,2010-01-10 00:00:00.000
879,54,66,1966,2,Male,"938 Forest Street",25.92,-97.48,11140,22714,27227,702,3,2010-01-10 00:00:00.000
133,31,65,1988,10,Female,"5295 Pine Street",33.95,-84.54,30747,62692,50290,698,2,2010-01-10 00:00:00.000
709,26,66,1993,9,Female,"3114 East Street",42.92,-88.84,21057,42931,48783,742,3,2010-01-10 00:00:00.000
1591,58,66,1961,6,Female,"2200 Third Drive",48.28,-122.62,16537,33717,58236,698,6,2010-01-10 00:00:00.000
1122,33,66,1986,11,Female,"776 Bayview Avenue",40.84,-73.28,34188,69706,97070,785,2,2010-01-10 00:00:00.000
471,52,65,1967,9,Male,"123 Ocean View Street",38.57,-121.17,35137,71645,155006,629,3,2010-01-10 00:00:00.000
536,21,62,1998,8,Male,"894 Catherine Boulevard",42.93,-74.62,15242,31077,89659,789,5,2010-01-10 00:00:00.000
815,19,60,2000,6,Male,"57285 Jefferson Avenue",33.61,-112.46,23747,48418,73106,756,2,2010-01-10 00:00:00.000
1545,20,63,1999,12,Male,"1433 Rose Boulevard",33.73,-117.05,15144,30882,60484,807,3,2010-01-10 00:00:00.000
484,84,64,1936,1,Female,"4819 Martin Luther King Drive",42.7,-71.11,41665,66745,682,718,3,2010-01-10 00:00:00.000
1155,83,65,1936,8,Female,"387 Third Boulevard",31.5,-111.06,15462,29494,1196,689,5,2010-01-10 00:00:00.000
500,21,67,1998,4,Female,"4497 Summit Boulevard",36.5,-80.61,15286,31167,29342,749,3,2010-01-10 00:00:00.000
1436,21,55,1998,8,Female,"729 Wessex Avenue",41.52,-87.42,21992,44842,54189,500,4,2010-01-10 00:00:00.000
567,25,69,1994,6,Male,"9804 Third Street",35.74,-81.69,16445,33534,76166,761,3,2010-01-10 00:00:00.000
744,58,67,1961,10,Female,"927 Ocean View Drive",25.77,-80.2,21923,44699,21685,842,5,2010-01-10 00:00:00.000
1709,62,69,1957,3,Female,"628 Third Avenue",40.46,-96.37,17420,35519,111115,744,1,2010-01-10 00:00:00.000
1868,24,69,1995,8,Male,"39289 Essex Street",33.9,-117.61,28049,57187,9756,714,2,2010-01-10 00:00:00.000
1500,53,66,1967,1,Male,"270 Plum Street",38.44,-121.3,25949,52904,144534,680,4,2010-01-10 00:00:00.000
1952,26,54,1993,7,Female,"541 Federal Avenue",27.75,-82.64,18100,36909,102869,821,1,2010-01-10 00:00:00.000
717,23,65,1996,8,Female,"361 Fourth Street",28.04,-81.96,26325,53675,82373,659,5,2010-01-10 00:00:00.000
1538,82,62,1937,8,Male,"58 River Avenue",40.71,-73.99,16494,23572,216,590,2,2010-01-10 00:00:00.000
529,55,68,1964,8,Male,"9604 West Boulevard",42.89,-70.87,22448,45767,41791,721,4,2010-01-10 00:00:00.000
384,20,68,1999,11,Male,"76089 Grant Boulevard",42.58,-83.03,19200,39144,55347,702,1,2010-01-10 00:00:00.000
1254,61,65,1959,2,Female,"576 Jefferson Boulevard",40.12,-88.64,16978,34619,13326,747,5,2010-01-10 00:00:00.000
1203,36,62,1984,2,Male,"5867 East Street",43.42,-73.71,20371,41537,128044,582,1,2010-01-10 00:00:00.000
1491,41,68,1978,4,Female,"40 River Boulevard",32.25,-111.08,22662,46209,56034,710,4,2010-01-10 00:00:00.000
1925,25,63,1994,11,Male,"225 Seventh Avenue",45.11,-93.39,29872,60910,110864,679,2,2010-01-10 00:00:00.000
1139,24,68,1995,4,Female,"418 Elm Street",32.88,-84.67,15433,31469,53555,645,1,2010-01-10 00:00:00.000
647,31,72,1988,7,Female,"27 Birch Avenue",36.52,-119.39,13194,26900,74083,758,2,2010-01-10 00:00:00.000
1130,50,65,1970,1,Female,"801 Mountain View Street",47.3,-122.31,21756,44355,44779,680,3,2010-01-10 00:00:00.000
440,43,50,1976,11,Female,"689 Valley Stream Lane",42.67,-70.98,52066,106159,144773,703,5,2010-01-10 00:00:00.000
25,22,64,1997,3,Female,"814 Washington Street",33.36,-111.93,24122,49190,122458,630,1,2010-01-10 00:00:00.000
385,79,65,1941,2,Male,"9983 Park Drive",32.23,-80.86,21679,30434,23883,740,7,2010-01-10 00:00:00.000
1457,20,66,1999,6,Male,"11162 Oak Drive",41.57,-93.61,22425,45725,102164,688,4,2010-01-10 00:00:00.000
19,82,68,1937,5,Female,"6577 Catherine Lane",34.41,-119.7,23071,34903,1336,630,1,2010-01-10 00:00:00.000
710,60,68,1959,9,Female,"29 12th Avenue",42.12,-89.25,25698,52397,72810,729,3,2010-01-10 00:00:00.000
1677,51,67,1969,2,Male,"849 Littlewood Drive",33.57,-101.87,16272,33178,92366,671,2,2010-01-10 00:00:00.000
1886,26,66,1993,12,Male,"6693 George Drive",47.44,-122.28,20233,41255,85439,683,2,2010-01-10 00:00:00.000
682,58,62,1961,10,Male,"2130 Valley Stream Lane",40.69,-111.99,17276,35229,60945,724,2,2010-01-10 00:00:00.000
687,20,66,1999,11,Male,"1693 Spruce Street",42.24,-84.4,17783,36264,99582,725,1,2010-01-10 00:00:00.000
66,20,71,1999,6,Female,"69 Norfolk Avenue",41.23,-80.81,15361,31314,40331,721,4,2010-01-10 00:00:00.000
796,25,70,1994,5,Female,"8199 Norfolk Avenue",39.42,-76.29,21177,43178,74257,746,3,2010-01-10 00:00:00.000
516,35,66,1984,10,Male,"34 Summit Drive",32.61,-117.03,16942,34542,35474,697,4,2010-01-10 00:00:00.000
1907,37,66,1982,5,Female,"4189 Birch Street",22.21,-159.41,16898,34457,48966,666,2,2010-01-10 00:00:00.000
77,99,67,1920,10,Female,"596 Ninth Street",40.24,-76.92,25336,51110,3781,709,8,2010-01-10 00:00:00.000
928,59,66,1960,12,Female,"26 Martin Luther King Drive",29.76,-95.38,15862,32347,82667,784,7,2010-01-10 00:00:00.000
360,43,67,1976,4,Male,"881 Plum Street",39.22,-74.8,22697,46278,51243,791,4,2010-01-10 00:00:00.000
936,18,67,2001,6,Female,"255 Bayview Street",35.15,-119.06,20460,41717,27174,718,5,2010-01-10 00:00:00.000
